LSTM V4
SEED: 3333
MAE: 66.96
RMSE: 83.74
MAPE: 6.11%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-27 09:00:00  |     1362.0 |     1742.9 |      380.9
2023-12-26 07:00:00  |     1203.5 |     1552.8 |      349.3
2023-12-07 09:00:00  |     1537.0 |     1869.0 |      332.0
2023-12-26 09:00:00  |     1543.0 |     1858.7 |      315.7
2023-12-26 08:00:00  |     1469.0 |     1782.3 |      313.3
2023-12-28 07:00:00  |     1106.0 |     1418.7 |      312.7
2023-12-28 08:00:00  |     1280.0 |     1579.2 |      299.2
2023-10-23 07:00:00  |     1271.5 |     1565.0 |      293.5
2023-10-30 06:00:00  |      984.0 |     1277.4 |      293.4
2023-12-27 07:00:00  |     1186.0 |     1474.3 |      288.3
2023-10-30 07:00:00  |     1172.5 |     1452.8 |      280.3
2023-12-07 07:00:00  |     1244.0 |     1519.6 |      275.6
2023-11-17 08:00:00  |     1490.0 |     1217.8 |      272.2
2023-12-27 08:00:00  |     1428.0 |     1699.7 |      271.7
2023-12-28 09:00:00  |     1319.0 |     1585.9 |      266.9
