LSTM V4
SEED: 54321
MAE: 57.34
RMSE: 70.09
MAPE: 5.39%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-27 09:00:00  |     1362.0 |     1728.4 |      366.4
2023-11-17 09:00:00  |     1670.0 |     1315.7 |      354.3
2023-11-17 08:00:00  |     1490.0 |     1144.3 |      345.7
2023-11-08 09:00:00  |     2151.0 |     1877.9 |      273.1
2023-12-07 09:00:00  |     1537.0 |     1792.0 |      255.0
2023-12-26 09:00:00  |     1543.0 |     1794.7 |      251.7
2023-11-17 07:00:00  |     1267.0 |     1032.7 |      234.3
2023-12-27 08:00:00  |     1428.0 |     1649.8 |      221.8
2023-12-28 09:00:00  |     1319.0 |     1536.5 |      217.5
2023-12-18 16:00:00  |     1893.0 |     1683.2 |      209.8
2023-10-23 07:00:00  |     1271.5 |     1472.3 |      200.8
2023-12-26 08:00:00  |     1469.0 |     1658.0 |      189.0
2023-12-27 10:00:00  |     1348.0 |     1535.8 |      187.8
2023-12-28 19:00:00  |     1128.0 |      947.6 |      180.4
2023-12-25 09:00:00  |      824.0 |     1004.2 |      180.2
