GRU V4
SEED: 42
MAE: 37.37
RMSE: 50.98
MAPE: 3.25%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-27 09:00:00  |     1362.0 |     1643.0 |      281.0
2023-12-07 09:00:00  |     1537.0 |     1784.7 |      247.7
2023-11-08 09:00:00  |     2151.0 |     1904.7 |      246.3
2023-12-04 15:00:00  |     1813.0 |     1583.6 |      229.4
2023-12-07 07:00:00  |     1244.0 |     1465.8 |      221.8
2023-11-27 08:00:00  |     2043.0 |     1834.3 |      208.7
2023-10-23 07:00:00  |     1271.5 |     1476.5 |      205.0
2023-12-18 18:00:00  |     1796.0 |     1594.0 |      202.0
2023-11-17 07:00:00  |     1267.0 |     1066.6 |      200.4
2023-12-18 15:00:00  |     1829.0 |     1629.9 |      199.1
2023-12-13 18:00:00  |     1589.0 |     1418.4 |      170.6
2023-11-11 07:00:00  |     1138.0 |      975.9 |      162.1
2023-12-19 18:00:00  |     1700.0 |     1537.9 |      162.1
2023-12-20 18:00:00  |     1757.0 |     1595.2 |      161.8
2023-12-16 09:00:00  |     1111.0 |      950.2 |      160.8
