LSTM V4
SEED: 9876
MAE: 61.28
RMSE: 79.80
MAPE: 5.58%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-28 07:00:00  |     1106.0 |     1494.0 |      388.0
2023-12-27 07:00:00  |     1186.0 |     1528.9 |      342.9
2023-11-17 09:00:00  |     1670.0 |     1342.3 |      327.7
2023-11-17 08:00:00  |     1490.0 |     1163.3 |      326.7
2023-12-29 07:00:00  |      973.5 |     1297.0 |      323.5
2023-10-31 06:00:00  |      977.0 |     1287.4 |      310.4
2023-12-27 06:00:00  |      944.0 |     1232.6 |      288.6
2023-12-27 09:00:00  |     1362.0 |     1650.1 |      288.1
2023-11-08 09:00:00  |     2151.0 |     1866.4 |      284.6
2023-10-27 06:00:00  |     1008.0 |     1289.3 |      281.3
2023-11-24 06:00:00  |     1075.0 |     1355.4 |      280.4
2023-12-28 06:00:00  |      932.0 |     1208.0 |      276.0
2023-11-03 07:00:00  |     1170.5 |     1446.4 |      275.9
2023-12-29 08:00:00  |     1020.0 |     1294.3 |      274.3
2023-12-28 08:00:00  |     1280.0 |     1546.2 |      266.2
