LSTM V4
SEED: 7654
MAE: 75.04
RMSE: 90.91
MAPE: 6.91%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-27 09:00:00  |     1362.0 |     1794.4 |      432.4
2023-12-28 09:00:00  |     1319.0 |     1666.5 |      347.5
2023-12-27 10:00:00  |     1348.0 |     1694.5 |      346.5
2023-11-17 08:00:00  |     1490.0 |     1165.6 |      324.4
2023-12-07 09:00:00  |     1537.0 |     1857.2 |      320.2
2023-12-28 08:00:00  |     1280.0 |     1599.5 |      319.5
2023-12-29 09:00:00  |     1008.0 |     1315.8 |      307.8
2023-11-06 07:00:00  |     1218.0 |     1521.1 |      303.1
2023-12-26 09:00:00  |     1543.0 |     1836.4 |      293.4
2023-10-23 10:00:00  |     1446.0 |     1730.8 |      284.8
2023-11-27 06:00:00  |     1031.0 |     1313.5 |      282.5
2023-12-27 11:00:00  |     1304.0 |     1584.7 |      280.7
2023-12-26 12:00:00  |     1355.0 |     1631.0 |      276.0
2023-12-29 08:00:00  |     1020.0 |     1291.0 |      271.0
2023-12-28 10:00:00  |     1334.0 |     1604.9 |      270.9
