GRU V4
SEED: 10101
MAE: 51.11
RMSE: 62.35
MAPE: 4.68%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-27 09:00:00  |     1362.0 |     1647.9 |      285.9
2023-12-07 09:00:00  |     1537.0 |     1807.0 |      270.0
2023-12-07 07:00:00  |     1244.0 |     1489.8 |      245.8
2023-11-17 08:00:00  |     1490.0 |     1262.3 |      227.7
2023-11-08 09:00:00  |     2151.0 |     1929.2 |      221.8
2023-11-27 06:00:00  |     1031.0 |     1245.5 |      214.5
2023-12-26 09:00:00  |     1543.0 |     1756.8 |      213.8
2023-11-17 07:00:00  |     1267.0 |     1053.7 |      213.3
2023-10-30 06:00:00  |      984.0 |     1191.3 |      207.3
2023-12-07 08:00:00  |     1505.0 |     1708.5 |      203.5
2023-11-08 10:00:00  |     2064.0 |     2251.0 |      187.0
2023-11-20 06:00:00  |     1041.0 |     1227.1 |      186.1
2023-11-13 06:00:00  |     1037.0 |     1220.7 |      183.7
2023-11-30 06:00:00  |     1059.0 |     1240.0 |      181.0
2023-10-23 07:00:00  |     1271.5 |     1450.7 |      179.2
