LSTM V4
SEED: 1111
MAE: 56.09
RMSE: 70.05
MAPE: 5.04%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-11-17 09:00:00  |     1670.0 |     1215.7 |      454.3
2023-11-17 08:00:00  |     1490.0 |     1037.0 |      453.0
2023-11-17 07:00:00  |     1267.0 |      938.3 |      328.7
2023-12-27 09:00:00  |     1362.0 |     1626.7 |      264.7
2023-10-23 07:00:00  |     1271.5 |     1517.3 |      245.8
2023-10-23 10:00:00  |     1446.0 |     1685.7 |      239.7
2023-11-08 09:00:00  |     2151.0 |     1917.0 |      234.0
2023-12-07 09:00:00  |     1537.0 |     1761.9 |      224.9
2023-11-17 10:00:00  |     1660.0 |     1436.3 |      223.7
2023-12-18 16:00:00  |     1893.0 |     1669.8 |      223.2
2023-10-23 08:00:00  |     1404.0 |     1617.4 |      213.4
2023-12-18 18:00:00  |     1796.0 |     1589.4 |      206.6
2023-11-11 08:00:00  |     1237.0 |     1032.3 |      204.7
2023-10-23 09:00:00  |     1481.0 |     1685.5 |      204.5
2023-12-15 19:00:00  |     1470.0 |     1268.4 |      201.6
