GRU V4
SEED: 54321
MAE: 47.64
RMSE: 59.74
MAPE: 4.32%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-27 09:00:00  |     1362.0 |     1663.4 |      301.4
2023-11-17 07:00:00  |     1267.0 |     1001.8 |      265.2
2023-11-08 09:00:00  |     2151.0 |     1885.8 |      265.2
2023-12-07 09:00:00  |     1537.0 |     1799.5 |      262.5
2023-10-23 07:00:00  |     1271.5 |     1529.1 |      257.6
2023-12-20 06:00:00  |     1092.0 |     1330.6 |      238.6
2023-12-18 09:00:00  |     2665.0 |     2447.6 |      217.4
2023-12-18 18:00:00  |     1796.0 |     1590.0 |      206.0
2023-12-11 09:00:00  |     2300.0 |     2094.8 |      205.2
2023-12-07 07:00:00  |     1244.0 |     1447.2 |      203.2
2023-12-26 09:00:00  |     1543.0 |     1736.5 |      193.5
2023-11-17 08:00:00  |     1490.0 |     1301.8 |      188.2
2023-11-29 06:00:00  |     1056.0 |     1241.3 |      185.3
2023-12-26 08:00:00  |     1469.0 |     1646.1 |      177.1
2023-12-18 15:00:00  |     1829.0 |     1652.1 |      176.9
