LSTM V4
SEED: 42
MAE: 62.93
RMSE: 76.67
MAPE: 5.67%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-11-17 08:00:00  |     1490.0 |     1191.2 |      298.8
2023-12-07 09:00:00  |     1537.0 |     1828.7 |      291.7
2023-12-27 09:00:00  |     1362.0 |     1653.0 |      291.0
2023-11-17 07:00:00  |     1267.0 |      989.5 |      277.5
2023-12-07 07:00:00  |     1244.0 |     1505.3 |      261.3
2023-12-07 08:00:00  |     1505.0 |     1763.2 |      258.2
2023-12-22 08:00:00  |     1891.0 |     2135.1 |      244.1
2023-12-21 13:00:00  |     2118.0 |     2348.6 |      230.6
2023-11-08 09:00:00  |     2151.0 |     1920.4 |      230.6
2023-12-18 16:00:00  |     1893.0 |     1665.1 |      227.9
2023-12-26 08:00:00  |     1469.0 |     1691.7 |      222.7
2023-10-23 07:00:00  |     1271.5 |     1493.3 |      221.8
2023-12-26 07:00:00  |     1203.5 |     1424.7 |      221.2
2023-12-22 13:00:00  |     1619.0 |     1837.8 |      218.8
2023-12-07 13:00:00  |     1473.0 |     1688.1 |      215.1
