GRU V4
SEED: 1111
MAE: 36.74
RMSE: 52.56
MAPE: 3.03%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-27 09:00:00  |     1362.0 |     1645.4 |      283.4
2023-11-08 09:00:00  |     2151.0 |     1870.1 |      280.9
2023-12-18 09:00:00  |     2665.0 |     2393.8 |      271.2
2023-11-17 07:00:00  |     1267.0 |     1022.1 |      244.9
2023-10-23 07:00:00  |     1271.5 |     1502.2 |      230.7
2023-11-17 08:00:00  |     1490.0 |     1262.9 |      227.1
2023-11-27 08:00:00  |     2043.0 |     1821.0 |      222.0
2023-12-19 09:00:00  |     2684.0 |     2465.4 |      218.6
2023-12-11 09:00:00  |     2300.0 |     2087.0 |      213.0
2023-12-07 09:00:00  |     1537.0 |     1747.4 |      210.4
2023-12-18 16:00:00  |     1893.0 |     1690.1 |      202.9
2023-12-07 07:00:00  |     1244.0 |     1444.0 |      200.0
2023-12-18 18:00:00  |     1796.0 |     1596.2 |      199.8
2023-12-11 08:00:00  |     1959.0 |     1768.6 |      190.4
2023-12-18 08:00:00  |     2248.0 |     2066.6 |      181.4
