LSTM V4
SEED: 5555
MAE: 71.21
RMSE: 87.13
MAPE: 6.66%

TOP 15 PEORES PREDICCIONES:
Fecha                |       Real |       Pred |      Error
2023-12-26 06:00:00  |      938.0 |     1418.7 |      480.7
2023-11-27 06:00:00  |     1031.0 |     1475.5 |      444.5
2023-11-13 06:00:00  |     1037.0 |     1433.0 |      396.0
2023-11-06 06:00:00  |      978.0 |     1369.5 |      391.5
2023-10-30 06:00:00  |      984.0 |     1366.6 |      382.6
2023-12-26 07:00:00  |     1203.5 |     1576.1 |      372.6
2023-11-20 06:00:00  |     1041.0 |     1393.8 |      352.8
2023-11-08 09:00:00  |     2151.0 |     1810.9 |      340.1
2023-10-23 06:00:00  |     1139.0 |     1464.2 |      325.2
2023-12-28 07:00:00  |     1106.0 |     1412.5 |      306.5
2023-11-28 06:00:00  |     1077.0 |     1369.7 |      292.7
2023-11-17 09:00:00  |     1670.0 |     1381.4 |      288.6
2023-12-27 09:00:00  |     1362.0 |     1639.1 |      277.1
2023-10-23 07:00:00  |     1271.5 |     1548.4 |      276.9
2023-12-27 07:00:00  |     1186.0 |     1456.3 |      270.3
